book,id,chart,day_stem,root_class,queries,judgment,wangshuai_kw
穷通宝鉴,穷通宝鉴-0636,癸酉甲子辛亥丁酉,辛,HEAVY,REN-CAIGUAN|XIEQI-TAIZHONG|HEAVY-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|JISHUAI-CONGSHENG|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：严家炽命，同治十二年十一月初六日酉时。年时二酉，义同金局，原名丁甲并透，甲引丁，可许科甲，见上支成金局节。水旺秉令，金临死绝，气衰宜助，即以归禄为用，运行庚申，位至财政厅长。白话译文十一月辛金，正值癸水当令，节气属隆冬，天地间弥漫的是霜雪雨露之气。此时最忌癸水透出天干——癸水属阴寒之水，会使辛金愈加寒冻，同时压制本应温暖全局的丙火，令其无法发挥调候之功。辛金以壬水（食神）、丙火（正官）为,"['身弱', '中和']"
穷通宝鉴,穷通宝鉴-0637,乙丑己丑辛丑戊子,辛,LIGHT,REN-CAIGUAN|SHISHI-BURUO|LIGHT-ROOT|YIN-PARTY|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|SHIYONG-YUELING-XIANGFU|GE-QING|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,侍郎。徐乐吾曰:土金成局，为母旺子孤之象，最宜西方金运，则母慈子安也。,[]
穷通宝鉴,穷通宝鉴-0638,丁丑癸丑辛卯戊子,辛,LIGHT,REN-CAIGUAN|SHISHI-BURUO|XIEQI-TAIZHONG|LIGHT-ROOT|YIN-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JISHUAI-CONGSHENG|SHIYONG-YUELING-XIANGFU|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,用丁火，按察。徐乐吾曰:冻木阴火，又有癸水出干制之，乙丁决不能用，必以土金水成象，顺其气势为用也。,[]
穷通宝鉴,穷通宝鉴-0639,乙卯己丑辛未丁酉,辛,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|YIN-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|SHIYONG-YUELING-XIANGFU|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,先贫后富，且寿。徐乐吾曰:此造支成金局木局，己辛出干而缺癸水，辛金不秀，故不贵。丁火为用，力亦微薄，无丙不贵。先贫后富，木火运助之也。,[]
穷通宝鉴,穷通宝鉴-0640,甲申丁丑辛卯己亥,辛,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|YIN-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|HE-HUASHEN-DESHI|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,财旺生杀，制军。徐乐吾曰:此造丑宫己辛并透，好在甲己不合，亥卯会局，财星有气，甲木引生丁火，时值严寒，丁火得用，故财旺生煞为可用，亦以运行东南阳暖之地为贵也。,[]
穷通宝鉴,穷通宝鉴-0641,己丑丁丑辛丑戊子,辛,LIGHT,REN-CAIGUAN|SHISHI-BURUO|LIGHT-ROOT|YIN-PARTY|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|SHIYONG-YUELING-XIANGFU|GE-QING|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,侍郎。徐乐吾曰:己辛出干，与子中癸水，气聚月垣丑宫，见一丁火调候，即雪夜灯光之意，亦奇格也。,[]
穷通宝鉴,穷通宝鉴-0642,乙未己丑辛亥丙申,辛,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|YIN-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|JIWANG-HUAIJI|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰:冯铨命，明万历廿四年。丙辛不能化水，专用丙火，并取亥宫壬水泄秀，甲木破土，科甲出身，谄附魏阉，入清仕至侍郎。,[]
穷通宝鉴,穷通宝鉴-0643,壬辰癸丑辛丑甲午,辛,LIGHT,REN-CAIGUAN|XIEQI-TAIZHONG|LIGHT-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIRUO-WUGEN|JISHUAI-CONGSHENG|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰:王湘绮命，道光十二年十一月廿九日午时。壬水高透，时逢甲午，取甲木引丁，科甲出身，不仕，为文学大家。白话译文十二月的辛金（辛金：天干之一，象征经过打磨的精金、珠玉）生于隆冬严寒，金体冻结，必须先取丙火（丙火：阳火，象征太阳之光）解冻，再取壬水（壬水：阳水，象征江河流水）洗淘，方显金之光华。若丙壬同时透出天干，此人可跻身庙堂，位列显贵；若丙壬皆藏而不透，则不过是游历乡学、勉强糊口之人。有丙无,[]
穷通宝鉴,穷通宝鉴-0644,己巳丙寅壬辰庚子,壬,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|YIN-PARTY|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIWANG-HUAIJI|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,惜戊不出干，富而不贵。徐乐吾曰：春水汪洋，惜戊士不透，为配合之缺点，以财生官为用。己土浊壬，无甲不清，丙财逢生得禄，富而不贵。,[]
穷通宝鉴,穷通宝鉴-0645,壬寅壬寅壬辰壬寅,壬,LIGHT,REN-CAIGUAN|SHISHI-BURUO|LIGHT-ROOT|BIJIE-PARTY|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIRUO-WUGEN|SHIYONG-YUELING-XIANGFU|GE-QING|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,富翁，当令之食神生财，故成富翁。每一比肩，下坐寅木，比劫被泄，转而生财，故财旺也。徐乐吾曰：壬水临辰，通根身库，专用寅宫丙火财星，所谓壬骑龙背是也。,[]
穷通宝鉴,穷通宝鉴-0646,壬戌壬寅壬子己酉,壬,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,常人。徐乐吾曰：日坐阳刃，壬水汪洋，而戊土为甲木所制，宜为寻常人矣。,[]
穷通宝鉴,穷通宝鉴-0647,壬寅壬寅壬寅壬寅,壬,NONE,ZHONGGUA-2SIDE|WUGEN-YOUFU|SHIYONG-YUELING-XIANGFU|GE-QING|GE-QUALITY|YUN-SHENG-ROOT|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL,徐乐吾曰：傅恒命，康熙六十一年正月十六日寅时。六壬趋艮格，寅暗合亥，取亥宫虚禄帮身，生于北方，水旺得地，运行财官旺地，为格局之特殊者，定金川，征缅甸，剿准葛尔，积功官至大学士，封忠勇公，卒谥文忠。,[]
穷通宝鉴,穷通宝鉴-0648,甲申丙寅壬申庚子,壬,HEAVY,REN-CAIGUAN|SHISHI-BURUO|XIEQI-TAIZHONG|HEAVY-ROOT|YIN-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|JISHUAI-CONGSHENG|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：阮元命，乾隆廿九年正月廿日子时。丙庚出干，子申会局，专用食神生财，名重儒林，官至太傅，卒谥文达。,[]
穷通宝鉴,穷通宝鉴-0649,辛卯庚寅壬申戊申,壬,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|YIN-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：陈宝箴命，道光十一年正月十八日申时。壬水通根於申，庚辛并透，金水汪洋，喜用戊土，丙火为佐，翰林，后至巡抚。又马丕瑶命，年月日时皆同，进士出身，位至巡抚，两造相同,[]
穷通宝鉴,穷通宝鉴-0650,戊辰甲寅壬戌壬寅,壬,LIGHT,REN-CAIGUAN|SHISHI-BURUO|XIEQI-TAIZHONG|LIGHT-ROOT|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIRUO-WUGEN|JISHUAI-CONGSHENG|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：倪嗣冲命，同治七年正月十三日寅时。此亦变格，壬水虽比肩出干，通根辰库，不得为旺。然壬戌、壬寅中夹亥子丑，气全北方，壬得虚神之助，自有汪洋之象，故取甲木制煞为用，掌握兵柄，位至安徽都督。,[]
穷通宝鉴,穷通宝鉴-0651,戊辰甲寅壬戌丙午,壬,LIGHT,REN-CAIGUAN|XIEQI-TAIZHONG|LIGHT-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIRUO-WUGEN|JISHUAI-CONGSHENG|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：施再村命，同治七年正月十三日午时。支成火局，柱无比印，从财失令，为富翁而不终，名利皆虚。白话译文正月（寅月）的壬水，犹如汪洋大海，能汇聚百川。然而春季木气当令，壬水从冬季的鼎盛趋于衰退，有散漫失控之象。因此，调候（调节命局寒热平衡）首选庚金（十天干之一，五行属金）——金能生水，补充水源，防止涸竭；其次用丙火（五行属火）驱除寒气、调和阴阳；再以戊土（五行属土）约束水势，防止泛滥。三者各有轻,['身弱']
穷通宝鉴,穷通宝鉴-0652,戊午乙卯壬子庚子,壬,HEAVY,REN-CAIGUAN|XIEQI-TAIZHONG|HEAVY-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|JISHUAI-CONGSHENG|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰:康有为命，咸丰八年二月初六日子时。水旺透庚，水木伤官佩印，两子冲午，子卯相刑，卯午又破，冲激动荡，出于天性，戊土止水，福寿两全；水木清华，科甲之贵。未运戊戌年，酿维新政变，酉运戊午年，又酿复辟之祸，壬运丁卯年卒，寿七十。,[]
穷通宝鉴,穷通宝鉴-0653,庚午己卯壬寅庚戌,壬,NONE,SHISHI-BURUO|SHAZHONG-SHENQING|YIN-PARTY|ZHONGGUA-2SIDE|WUGEN-YOUFU|JISHUAI-CONGSHENG|GE-QING|GE-QUALITY|YUN-SHENG-ROOT|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰:李厚基命，同治九年二月初六日戌时。两庚出干，寅午戌成局，财旺生官，官印相生，惜无壬水比肩，然已富贵兼全矣，位至福建都督。,[]
穷通宝鉴,穷通宝鉴-0654,癸酉乙卯壬戌乙巳,壬,NONE,XIEQI-TAIZHONG|WANGCHONG-SHUAI|ZHONGGUA-2SIDE|WUGEN-YOUFU|JISHUAI-CONGSHENG|GE-QUALITY|YUN-SHENG-ROOT|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL,徐乐吾曰:吴董卿命，同治十二年二月十三日巳时。二月壬水泄弱，专用酉金，水木清华，当为文学词臣，逆行运颇佳。,[]
穷通宝鉴,穷通宝鉴-0655,庚辰己卯壬寅辛丑,壬,LIGHT,REN-CAIGUAN|SHISHI-BURUO|LIGHT-ROOT|YIN-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰:蒋邦彦命，光绪六年二月初四月丑时。寅卯辰气全东方，木盛用庚，时逢辛丑，劫印帮身，水有余气，伤官旺，自能生财。运行南方壬午癸运，位至山东省银行经理，积资累千万；未运会卯冲丑，被张宗昌派人暗杀，资产为某国人收没。,[]
穷通宝鉴,穷通宝鉴-0656,庚辰己卯壬寅丁未,壬,LIGHT,REN-CAIGUAN|LIGHT-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|HE-HUASHEN-DESHI|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰:王来命，光绪六年二月初四日未时。与蒋造一时之差，富贵俱小，则以丁火伤庚故也，位至财政部参事。,[]
穷通宝鉴,穷通宝鉴-0657,乙酉己卯壬午庚戌,壬,NONE,SHISHI-BURUO|SHAZHONG-SHENQING|XIEQI-TAIZHONG|YIN-PARTY|WANGCHONG-SHUAI|ZHONGGUA-2SIDE|WUGEN-YOUFU|JISHUAI-CONGSHENG|GE-QUALITY|YUN-SHENG-ROOT|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,"徐乐吾曰:李景林命，光绪十一年二月十二日戌时。财旺生官，所恃在年支酉印，祖荫厚矣，其一生事业，由上荫来，位至都督。或云庚子时，未知孰是。白话译文二月（仲春）的壬水日元，寒气已初步消退，水流清澈深沉。此时不需丙火暖局，应以戊土（官杀，譬如堤岸约束水势）为首要用神，辛金（印星，引发水源）次之，庚金再次。徐乐吾注：仲春是壬水的""死地""（十二长生中气势最弱之位），木气当旺，泄耗壬水，故不能无庚辛金（印星）",['身弱']
穷通宝鉴,穷通宝鉴-0658,壬申甲辰壬辰甲辰,壬,HEAVY,REN-CAIGUAN|SHISHI-BURUO|XIEQI-TAIZHONG|HEAVY-ROOT|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|JISHUAI-CONGSHENG|SHIYONG-YUELING-XIANGFU|GE-QUALITY|CAI-RUO-SHEN-QIANG|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,食神制杀格，提督。徐乐吾曰：此造支聚辰库，申宫庚金，发水之源。用甲木琉土，水势流通，运行南方，春江水暖，顺行向西，宜其贵为干城之选。,[]
穷通宝鉴,穷通宝鉴-0659,壬辰甲辰壬辰甲辰,壬,LIGHT,REN-CAIGUAN|SHISHI-BURUO|XIEQI-TAIZHONG|LIGHT-ROOT|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JISHUAI-CONGSHENG|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,食神制煞格，枢密之命。徐乐吾曰：此造两干不杂，支聚四辰，以甲木疏土为用，食神制煞格也。,[]
穷通宝鉴,穷通宝鉴-0660,庚午庚辰壬申己酉,壬,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|YIN-PARTY|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIWANG-HUAIJI|GE-QING|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：顾馨一命，同治九年三月初六日酉时。三月戊土暗旺，用庚金泄土生水为用。支见三刑，戊寅年五月廿七日遭暗杀，在戌运中，寿六十九。,[]
穷通宝鉴,穷通宝鉴-0661,丙子壬辰壬申乙巳,壬,HEAVY,REN-CAIGUAN|SHISHI-BURUO|XIEQI-TAIZHONG|HEAVY-ROOT|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|JISHUAI-CONGSHENG|SHIYONG-YUELING-XIANGFU|GE-QING|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：王克敏命，光绪二年四月十一日巳时。支聚水局，生于立夏前一日，丙火进气，时值巳宫，丙火得禄，气接四月，参看四月壬水，为伤官生财格局，位至财政部长。,[]
穷通宝鉴,穷通宝鉴-0662,丙申壬辰壬子乙巳,壬,HEAVY,REN-CAIGUAN|SHISHI-BURUO|XIEQI-TAIZHONG|HEAVY-ROOT|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|JISHUAI-CONGSHENG|SHIYONG-YUELING-XIANGFU|GE-QING|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,。生于立夏前七日，正值戊土旺时，富而不贵，盖土旺无甲，不能取贵，不比四月丙火司权，专用壬水，见申子辰成局，为大贵也。,[]
穷通宝鉴,穷通宝鉴-0663,乙酉庚辰壬寅己酉,壬,LIGHT,REN-CAIGUAN|SHISHI-BURUO|XIEQI-TAIZHONG|LIGHT-ROOT|YIN-PARTY|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIRUO-WUGEN|JISHUAI-CONGSHENG|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：孙传芳命，光绪十一年三月初三日酉时。乙庚、辰酉皆合，水浅金多，体全之象，寅宫藏甲破戊，丙制庚金，位至五省联军总司令，终以己土泄丙生金，又混浊壬水，仅得丙运五年，昙花一现耳。,[]
穷通宝鉴,穷通宝鉴-0664,癸巳丙辰壬申癸卯,壬,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|SHIYONG-YUELING-XIANGFU|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：杨杏佛命，光绪十九年二月十日卯时。水多见庚，专用丙火。惜财劫并露，取卯木泄癸生丙为救，运行北方劫地，子运癸酉年，被刺殒命。白话译文三月（辰月）的壬水日主，正值戊土当令执权，壬水如同陷入泥淖，有被土石壅塞、推山填海之忧。调候原则是：首先用甲木疏松土气，其次借庚金开凿水源。甲与庚二者缺一不可，但须注意——庚克甲，若两者同时透出天干而彼此干扰，反而有害；须使二者错开位置，各司其职，方为上格。甲,[]
穷通宝鉴,穷通宝鉴-0665,壬寅乙巳壬午乙巳,壬,NONE,XIEQI-TAIZHONG|JUECHU-FENGSHENG|ZHONGGUA-2SIDE|WUGEN-YOUFU|JISHUAI-CONGSHENG|SHIYONG-YUELING-XIANGFU|GE-QUALITY|YUN-SHENG-ROOT|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL,三刑合局，制军。徐乐吾曰：此造取胎元丙申，壬水通根，财官秉令，运行金水，贵为总督。寅巳申三刑，申宫庚壬得力，寅巳宫丙戊当旺。书云：“三刑得用，威镇边疆。”此之谓也。,[]
穷通宝鉴,穷通宝鉴-0666,壬午乙巳壬申乙巳,壬,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|JUECHU-FENGSHENG|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIRUO-WUGEN|SHIYONG-YUELING-XIANGFU|GE-QING|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,财旺生官，尚书。徐乐吾曰：壬水坐长生之地，以有庚金相生，用巳宫戊土，煞旺有制，格取财官，运宜金水之地。,[]
穷通宝鉴,穷通宝鉴-0667,丙辰癸巳壬辰壬寅,壬,LIGHT,REN-CAIGUAN|SHISHI-BURUO|LIGHT-ROOT|JUECHU-FENGSHENG|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIRUO-WUGEN|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,土木交锋，孤贫一世。徐乐吾曰：壬水通根身库，干有比劫相助，财滋弱煞为用。而寅中有甲木制煞，寅巳相刑，用神受损，故云土木交锋，孤贫一世也。,[]
穷通宝鉴,穷通宝鉴-0668,壬午乙巳壬申己酉,壬,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|JUECHU-FENGSHENG|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIRUO-WUGEN|GE-QING|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,财旺生官，尚书。徐乐吾曰：壬水临申，自坐长生，又有巳酉会局，庚金相生，用巳宫戊土，格取财官，运宜金水，因年支逢午，乙己出干，同劫印化晋格而不纯粹也。,[]
穷通宝鉴,穷通宝鉴-0669,甲子己巳壬申戊申,壬,HEAVY,REN-CAIGUAN|HEAVY-ROOT|JUECHU-FENGSHENG|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|SHIYONG-YUELING-XIANGFU|GE-QING|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,武状元。徐乐吾曰：此造支申子半水局，戊土出干，取食神制煞为用，己土合甲为病，喜壬申、癸酉之运助之，故贵而就武。,[]
穷通宝鉴,穷通宝鉴-0670,辛丑癸巳壬子庚子,壬,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|JUECHU-FENGSHENG|YIN-PARTY|BIJIE-PARTY|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|GE-QING|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：张学良命，光绪廿七年四月十七日子时。劫印化晋格，晋化土也。四月火土当旺，而金水反弱为强，格局之奇，同于永乐，一生事业，出于荫庇，见四月癸水节。火土为当旺之神，变忌为喜，大贵奚疑。惜运行北方，火土不得地，不免数奇之欢也。按：此造一云己酉时，据接近张氏者谈，曾面询之，确是庚子时。白话译文农历四月（巳月），丙火（代表盛夏烈阳）当令，壬水（阳水，象征江河大川）处于极度衰弱之境。此时首要对策是借助,"['身弱', '衰弱']"
穷通宝鉴,穷通宝鉴-0671,庚午壬午壬寅辛亥,壬,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,庚壬两透，财旺生官，尚书。徐乐吾曰：用午中丁己财官也。,[]
穷通宝鉴,穷通宝鉴-0672,丁酉丙午壬寅甲辰,壬,LIGHT,REN-CAIGUAN|XIEQI-TAIZHONG|LIGHT-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|JISHUAI-CONGSHENG|GE-QING|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,太守。徐乐吾曰：壬水通根辰库，酉中辛金生之，故可用财官也。,[]
穷通宝鉴,穷通宝鉴-0673,庚午壬午壬寅癸卯,壬,NONE,ZHONGGUA-2SIDE|WUGEN-YOUFU|GE-QUALITY|YUN-SHENG-ROOT|YONGSHEN-STRUCTURE|YONGSHEN-FINAL,庚壬两透，财旺生官，尚书。,[]
穷通宝鉴,穷通宝鉴-0674,丁酉丙午壬寅甲辰,壬,LIGHT,REN-CAIGUAN|XIEQI-TAIZHONG|LIGHT-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|JISHUAI-CONGSHENG|GE-QING|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,太守。徐乐吾曰：上两造皆是财旺生官用印，非财官格也。,[]
穷通宝鉴,穷通宝鉴-0675,辛未甲午壬辰丙午,壬,LIGHT,REN-CAIGUAN|XIEQI-TAIZHONG|LIGHT-ROOT|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIRUO-WUGEN|JISHUAI-CONGSHENG|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：陈锦涛命，同治十年五月初三日午时。专用辛金，辰午夹巳，壬贵财禄同位，位至财政总长。总以壬癸不透，格局不全，财多身弱，不免为财所困，己卯年遭狙击殒命，寿六十九。,['身弱']
穷通宝鉴,穷通宝鉴-0676,丁亥丙午壬寅己酉,壬,HEAVY,REN-CAIGUAN|HEAVY-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|GE-QING|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,徐乐吾曰：伍朝枢命，光绪十三年病闰四月十五日酉时。专用比印，年逢亥禄，上承父荫，时逢酉金，地位自高，寅午会局，财旺生官，位至外交部长。,[]
